original_id,label,sector,trait,subject_ar,body_ar
836,Phishing Email,Corporate,Openness,ثقة أكبر. أداء أفضل. الحل المبتكر من المركز السويسري.,"السيد المحترم،

هل تسعـى لتحقيق مستوى جديد من الثقة والرضا في حياتك الخاصة؟

يقدم لک المركز السويسري للصحة والرجولة حلـه العلمي المبتكر ""V-MAX Forte""، وهو نتاج سنوات من الأبحاث المتقدمة في مختبراتنا. تركيبتنا الحصرية مصممة خصيصاً للرجل العصري الذي يطمح للأفضل.

لماذا يثق بنا أكثر من 120 ألف عميل حول العالم؟
- تعزيز القدرة والأداء بشكل ملحوظ وطبيعـی.
- زيادة فـی الحجم والقوة بفضل مكونات فريدة ومثبتة علمياً.
- تحقيق رضا متبادل وتجربة لا مثيل لها.

تركيبتنا الثورية تضمن لک نتائج مضمونة 100%. اكتشف بنفسک ما قالته مجلة ""صحة الرجل"" الرائدة عن هذا الإنجاز الطبـی المذهل.

للاطلاع على دراسات الحالة، والشهادات الموثقة، والحصول على استشارة خاصة وسرية، يرجـى الضغط هنا.

---
لإلغاء استلام رسائلنا المستقبلية، انقر على الرابط التالي. [i*d_8Hj5sK0bN]"
837,Safe Email,Corporate,Agreeableness,تحليل فني: سهولة نسخ أقراص DVD باستخدام البرمجيات القياسية,"تحية طيبة،

في ضوء النقاشات الدائرة حول آليات حماية المحتوى الرقمي، وتحديداً الادعاءات المستمرة بأن برمجيات فك التشفير (مثل DeCSS) ضرورية لعمل نسخ رقمية كاملة من أقراص الفيديو (DVD)، وأن مثل هذا الإجراء قد يخالف قوانين حماية الملكية الفكرية الرقمية، يقدم هذا التقرير الموجز عرضاً عملياً يوضح إمكانية نسخ أقراص DVD بسهولة تامة باستخدام برمجيات وأدوات استهلاكية مرخصة ومتوفرة للجميع.

**الأدوات المستخدمة:**
1.  جهاز حاسوب محمول مزود بمحرك أقراص DVD (أي طراز حديث يفي بالغرض).
2.  نسخة أصلية من قرص DVD لأحد الأفلام التجارية الكبرى.
3.  نظام تشغيل قياسي (تم استخدام Mac OS X 10.2 في هذه التجربة).

**الخطوات العملية:**
1.  عند إدخال قرص الـ DVD في محرك الأقراص، يقوم نظام التشغيل تلقائياً بتحميل برنامج مشغل أقراص DVD المدمج.
2.  يتم فتح القرص (الذي يظهر كأيقونة على سطح المكتب) وسحب المجلد المسمى ""VIDEO_TS"" إلى القرص الصلب. بعد اكتمال النسخ، يتم إخراج القرص الأصلي.
3.  من خلال برنامج مشغل أقراص DVD، يتم اختيار أمر ""فتح مجلد VIDEO_TS"" من قائمة ""ملف""، ثم تحديد المجلد الذي تم نسخه مسبقاً على القرص الصلب.

**النتيجة:**
يعمل الفيلم من القرص الصلب بنفس الجودة والكفاءة كما لو كان القرص الأصلي موجوداً في محرك الأقراص. من الناحية التقنية، هذا يعني أنه يمكن مشاركة هذا المجلد عبر الشبكات الداخلية أو الخارجية، دون الحاجة إلى أي أدوات لكسر الحماية أو فك التشفير، وباستخدام مكونات وبرمجيات أساسية مرخصة ومتوفرة لجميع المستخدمين.

**ملاحظة هامة:**
يطرح بعض الخبراء التقنيين احتمالاً وجيهاً وهو أن نجاح هذه العملية قد يعود إلى أن قرص الـ DVD المستخدم في التجربة لم يكن محمياً بنظام تشفير المحتوى (CSS). إن صح هذا الأمر، فإنه يثير تساؤلاً مهماً حول قيام شركات إنتاج كبرى بإصدار أفلام رائجة دون تفعيل آليات التشفير المتعارف عليها. نرحب بأي مقترحات حول كيفية التحقق من حالة تشفير القرص بشكل دقيق.

للمزيد من المعلومات، يمكن مراجعة النشرة الفنية على البوابة الداخلية:
http://portal.mena-corp-compliance.com/bulletins/tech/021008

مع خالص التقدير،

قسم الامتثال التقني والاتصالات المؤسسية
مجموعة الشرق الأوسط للتقنيات المتقدمة"
838,Phishing Email,Government,Agreeableness,لتحسين أداء جھازك وحمايته من المخاطر,"تحية طيبة،

في إطار المبادرة الوطنیـة لتعزيز الأمن الرقمي، يسر ""الهيئـة الوطنیـة للأمن السـیبراني"" أن تقدم لكم عرضاً حصـریــــاً لتأمين وحماية أجهزتكم.

**الحزمة المتكاملة للأمن الرقمي الاحترافية**

ھذه الحزمة المتقدمة، التي صممھا خبراء في مجال مكافحة التهديدات الإلكترونیـة، توفر لكم كل الأدوات اللازمة للحفاظ على أداء حاسوبكم وحماية بياناتكم القیّمة. تشمل الحزمة البرامج التالية:

*   **برنامج مكافحة الفيروسات المتقدم:** يوفر حماية فائقة ضد أحدث الفيروسات وبرامج التجسس.
*   **أداة فحص النظام الشاملة:** تقوم بتشخيص المشاكل وإصلاحھا لضمان أفضل أداء لجهازك.
*   **نظام النسخ الاحتياطي المؤمن:** يجعل عملية حفظ نسخ احتياطية من ملفاتك الھامة سھلة وآمنة.
*   **منظف الملفات غير الضرورية:** یـساعد على تحرير مساحة التخزين وتسريع عمل النظام.
*   **أداة حماية الخصوصیـة:** تمنع تتبع نشاطك على الإنترنت وتحمي معلوماتك الشخصية.

**سعر الباقة الأصلي: 375 ريال سعودي**
**احصل علیھا الآن مقابل 115 ريال سعودي فقط!**

**عرض خاص:** اشترِ نسختین واحصل على الثالثة مجاناً، مع شحن مجاني لجميع الطلبات.

**اضغط ھنا لإتمام الطلب**

هذا العرض متوفر لفترة محدودة والكمیـة على وشك النفاذ. سارع بالاستفادة منه الآن!

---
تم إرسال ھذا البرید الإلكتروني لك كجزء من قائمة المبادرات التوعوية الرسمية. نحن نلتزم بأعلى معاییر الخصوصية ولا ندعم بأي شكل من الأشكال الرسائل الاقتحامية. لإلغاء الاشتراك من ھذه القائمة، يرجى الضغط ھنا."
839,Safe Email,Corporate,Extraversion,"حقيقة تطوير خاصية ""التصفح المبوب"" في نتسكيب وموزيلا","السلام عليكم،

انتهيت للتو من قراءة مقال عن موزيلا [١] نُشر على موقع Salon.com [٢]، وقد استوقفني اقتباس أرى أنه يستدعي التوضيح.

جاء في المقال ما يلي:
_""إنه سؤال وجيه، لأن متصفح موزيلا يكاد يكون أفضل من متصفح نافيجيتور في كل الجوانب. على سبيل المثال، أفضل ميزة جديدة في نتسكيب، وهي التصفح المبوب (tabbed browsing) - التي تتيح لك فتح عدة صفحات ويب في نافذة متصفح واحدة وحفظها جميعاً تحت اسم واحد - كانت موجودة في موزيلا قبل عدة أشهر. بل إن مشروع موزيلا الذي أنشأها (المسمى MultiZilla) لديه بالفعل نسخة محسّنة منها. وعندما سُئل ييسيز من نتسكيب عن هذا الأمر، قال: 'هذا صحيح، لكن المهندس الذي يعمل عليها [لصالح موزيلا] هو موظف في نتسكيب. لقد تم تطويرها دائماً بنية تعزيز تجربة التصفح العامة لنتسكيب'.""_

حسنًا، قد يكون هذا الكلام دقيقاً إذا استبدلنا عبارة ""موظف في نتسكيب"" بعبارة ""موظف في أبل""، وعبارة ""تم تطويرها دائماً بنية تعزيز تجربة التصفح العامة لنتسكيب"" بعبارة ""طُوّرت خلال عطلة نهاية أسبوع لصالح موزيلا لأنني أعجبت بفكرة إضافة MultiZilla"".

إليكم القصة الحقيقية وراء ظهور خاصية التصفح المبوب. في إحدى الليالي، قمت بتنزيل إضافة برمجية تسمى MultiZilla (يمكنكم الاطلاع عليها في موقع mozdev.org [٣])، وقد أثارت إعجابي بشكل خاص ميزة التصفح المبوب التي تحتويها. بدأت بالبحث واكتشفت وجود متصفح NetCaptor [٤] الذي كان يعتمد على نواة متصفح إنترنت إكسبلورر ويقدم خاصية التبويبات.

كانت إضافة MultiZilla رائعة، لكنها كانت تعاني من مشكلتين أساسيتين منعتا دمج شيفرتها البرمجية مباشرةً في نواة موزيلا. المشكلة الأولى كانت في واجهة المستخدم، حيث كانت في ذلك الوقت نسخة شبه مطابقة لمتصفح NetCaptor، لدرجة أن التشابه الكبير كان سيثير مخاوف جدية بشأن نسخ بعض مزاياه غير الشائعة. أما المشكلة الثانية، فكانت أن سلوك التبويبات لم يكن مدمجاً بشكل نظيف كوحدة برمجية مستقلة (widget).

قمت على حساب وقتي الخاص (خلال عطلة نهاية أسبوع) بتطوير نسخة مبسطة من خاصية التصفح المبوب، أزلت منها بعض المزايا المتقدمة المقتبسة من NetCaptor، وعملت على دمج سلوك التبويبات في وحدة برمجية مستقلة لتقليل التعديلات المطلوبة في ملفات نافيجيتور الأخرى. وبمجرد أن تأكدت من أنها لا تؤثر سلباً على أداء المتصفح في حالة استخدام تبويب واحد، قمت بإضافتها إلى الشيفرة المصدرية على سبيل التجربة.

كانت الاستجابة هائلة، وكذلك كانت التقارير عن الأخطاء البرمجية التي بدأت تظهر، لدرجة أنني في البداية فكرت في التراجع عن هذه الإضافة وإزالتها. لكن إدارة مشروع موزيلا رفضت ذلك، وهو ما أعتبره قراراً صائباً في نهاية المطاف.

ولكن، حتى مع كل هذا الحماس الذي أحاط بظهور الخاصية من الجانب الهندسي وفي مجتمع موزيلا، لم تستوعب إدارة نتسكيب أهميتها. فقد أعطى قسم التسويق في نتسكيب الأولوية لأعمال أخرى غير مجدية، متجاهلين خاصية التصفح المبوب في وثائقهم التسويقية لعدة أشهر. كانوا ينظرون إليها على أنها مجرد إضافة غريبة قدمها أحد مهندسيهم ولم يعرفوا كيفية التعامل معها.

لم تتحرك نتسكيب لتبني الميزة بشكل جدي إلا بعد أن أشادت بها الصحافة التقنية. وأنا على يقين من أنهم يكررون نفس الخطأ الآن مع خاصية حجب النوافذ المنبثقة (popup blocking). ألا يمكنكم تخيل السيناريو؟ سيطلقون ""مدير النوافذ المنبثقة""، ثم ""مدير لإدارة مدير النوافذ المنبثقة""، وسبعة وعشرين تفضيلاً للتحكم الدقيق في كل جوانبها!

هل يمكن تصور حجم الخلل الإداري في شركة مثل نتسكيب؟ عندما يقترح مهندسوهم فكرة ما، يتم تجاهلهم تماماً، ولكن عندما ينتقدهم موقع مثل CNet، تسارع الشركة لتلبية مطالبه. إنه لأمر مؤسف حقًا.

---
**المصادر:**
[١] http://archive.salon.com/tech/feature/2002/09/10/browser_wars/
[٢] http://www.salon.com
[٣] http://www.mozdev.org
[٤] http://www.netcaptor.com"
840,Safe Email,Government,Extraversion,قراءة في ازدواجية المعايير والمسؤولية الذاتية,"السادة الزملاء،

تحية طيبة وبعد،

نود أن نلفت الانتباه إلى نمط متكرر في تحليل الأحداث الجارية يتطلب وقفة جادة. عندما يرتكب مستوطن عملاً إجرامياً يصل إلى القتل، يتم التعامل معه كحالة فردية معزولة ويُصنف كـ""مجرم""، ولا يتم تمجيده أو الاحتفاء به بأي شكل من الأشكال. هذه حقيقة واضحة للجميع.

في المقابل، حينما يُقدم فلسطيني على تنفيذ هجوم، يُقابل ذلك باحتفاء وتهليل، مع وجود تقارير تشير إلى استخدام أساليب تهدف إلى زيادة الضرر، مثل غمس الشظايا في سموم مانعة لتخثر الدم لتعظيم معاناة الضحايا.

ومن اللافت للنظر أننا لا نجد ظواهر مماثلة في الجانب الآخر، وهو أمر يدعو إلى التأمل العميق في الدوافع والأيديولوجيات السائدة.

إن استمرار هذا النهج سيؤدي حتماً إلى عواقب وخيمة. وإذا ما أدت الأحداث إلى إخراج الفلسطينيين من المشهد بشكل كامل، سواء بالتهجير أو القتل، فإنهم لن يجدوا من يلومونه إلا أنفسهم. وبطبيعة الحال، لن يمنعهم ذلك، أو يمنع المتعاطفين معهم، من التظاهر بغير ذلك وتوزيع اللوم على الآخرين.

---
مقتبس من رسالة السيد أوين بيرن:
""أنا على يقين أن الخطة هي أن تتم إعادة تسميته على اسم المستوطن الذي سيقتل آخر فلسطيني في غضون سنوات قليلة.""

مع خالص التقدير،

وحدة تحليل المخاطر السياسية
هيئة الشؤون الاستراتيجية"
841,Safe Email,Academic,Conscientiousness,اهتمام مركز الخليج للدراسات الاقتصادية بمحفظة أعمال مجموعة الشرق,"تحية طيبة وبعد،

خلال حديثي هذا الصباح مع المسؤولين في مركز الخليج للدراسات الاقتصادية، في سياق محادثاتنا لإسناد بعض أعمالنا في المنطقة لهم، أفادوا بأنهم على علم بأن مجموعة الشرق للأعمال بصدد تجهيز غرفة بيانات في مقرها الرئيسي بهدف بيع محفظتها التجارية. وقد أشاروا إلى أنهم سيرسلون فريق عمل لزيارة المقر اليوم.

وبناءً على ذلك، لديهم اهتمام كبير بالتحدث مع شخص مسؤول لمناقشة المحفظة من منظور كلي.

أرجو التكرم بإفادتي بالشخص المناسب الذي يمكنني توجيههم للتواصل معه. للمعلومة، المنسقة من جانبهم هي السيدة/ سارة رايت، ويمكن الوصول إليها على الرقم: 410-468-3483.

يمكنكم التواصل معي لمناقشة الأمر على رقمي: 978-449-9936.

مع التحية،
جون"
842,Safe Email,Academic,Extraversion,رد: مقارنة أداء المقابس (Sockets) في لغة C++ على نظام لينكس,"تحية طيبة،

رداً على الاستفسار، فالإجابة المختصرة هي نعم، يوجد فرق ملحوظ في الأداء. القاعدة العامة هي أنه كلما زادت العمليات المنطقية التي ينفذها المعالج، زاد الوقت المستغرق. على سبيل المثال، إرسال الحزم عبر الواجهة الشبكية الفعلية (ethernet interface) يتضمن منطقاً برمجياً أكثر تعقيداً (بما في ذلك منطق بطاقة الشبكة) مقارنةً باستخدام واجهة الاسترجاع (loopback).

ولكن، أود أن ألفت الانتباه إلى نقطة هامة: لماذا تم حصر الخيارات في المقابس (sockets) فقط؟ هناك آليات أخرى للتواصل بين العمليات (IPC) قد تكون أكثر كفاءة حسب طبيعة الاستخدام، مثل: الذاكرة المشتركة (shared memory)، والأقفال (mutexes)، وقوائم الرسائل (messages). إن اختيار الآلية الأنسب يعتمد بشكل أساسي على طبيعة البيانات التي يتم تبادلها، حيث أن كل آلية مصممة للتعامل الأمثل مع أنواع معينة من البيانات.

للمزيد من التفاصيل، قامت شركة IBM بنشر سلسلة مقالات ممتازة تقارن بين آليات التواصل بين العمليات في أنظمة لينكس. يمكنكم الاطلاع على المقال الخاص بالمقابس (والذي يشير إلى المقالات الأخرى) عبر الرابط التالي:
http://www-106.ibm.com/developerworks/linux/library/l-rt6/?t=gr,Redhat=Sockets

كذلك، البحث في جوجل عن العبارة التالية يقدم نتائج ومعلومات مفيدة:
""linux IPC mechanisms compared""

مع خالص التقدير،
بدر.
--
مجموعة مستخدمي لينكس في الجامعات السعودية
للاشتراك أو إلغاء الاشتراك في القائمة البريدية: mail.ksu.edu.sa/listinfo/linux
مسؤول القائمة: listmaster@ksu.edu.sa"
844,Phishing Email,Academic,Extraversion,إشعار نهائـي بخصوص فوزكم فـي السحب السنوي,"تحية طيبة وبعد،

يسر إدارة ""صندوق الشرق الأوسط لدعم المبادرات الأكاديمية"" أن تزف إليكم نبأ اختياركم ضمن قائمة الفائزين الخمسة في برنامج السحب الترويجي السنوي الذي تم إجراؤه مؤخراً.

بناءً عليه، فقد تمت الموافقة على منحكم جائزة مالية قيـمة قدرها 1,200,000 دولار أمريكــي (مليون ومائتا ألف دولار أمريكـي فقط لا غير)، وقد تم تخصيص المبلغ لملفكم المرجعي رقم: GML/2551256003/11.

يأتي هذا البرنامج في إطار إطلاقنا لنظام السحب الإلكترونـي المبتكر، والذي تم تصميمه وتطويره بهدف دعم المشاركين في برامجنا المتنوعة حول العالم. نؤكد لكم أن جميع الجوائز مضمونة بالكامل من الأرصدة المخصصة للبرنامج وسيتم تحويلها في وقت قياسي. لقد تم اختياركم عبر نظام فرز إلكترونـي متقدم من قاعدة بيانات شملت مشاركين من الشرق الأوسط، آسيا، أفريقيا، كندا، أوروبا، والولايات المتحدة وأمريكا الجنوبية، وذلك ضمن برنامجنا الترويجي الدولي الهادف لتعزيز حضورنا العالمي.

لضمان إتمام عملية استلام جائزتكم بسلاسة، يرجـى التواصل بشكل فوري ومباشر مع وكيل تحويل الجوائز المعتمد لدينا خلال مدة أقصاها أسبوع واحد من تاريخ استلامكم لهذا الإشعار.

**بيانات مسؤول التواصل:**
السيد/ مارك ديك، مدير الخدمات الخارجية
هاتف: 490-305-497-32
بريد إلكترونـي: unionlottery500@netscape.net

**معلومات الفوز الخاصة بكم:**
الرقم المرجعي: GML/2551256003/11
رقم الدفعة: 14/0017/IPD
الرقم التسلسلي: GMLA2-003
رقم التذكرة: 12099
رقم الحظ: 425448/7785

عند تواصلكم، نرجو منكم تزويد الوكيل بالبيانات التالـية: الاسم الكامل، العنوان التفصيلي، وبلد الإقامة.

**ملاحظة هامة:** نؤكد على أن عدم التواصل خلال الفترة المحددة سيؤدي إلى اعتبار الجائزة غير مُطالب بها، وسيتم إعادة المبلغ إلى صندوق دعم البرامج. حفاظاً على سرية بياناتڪم وتماشياً مع بروتوكول الأمان المتبع لدينا، نرجو منڪم عدم مشاركة معلومات الفوز أو الأرقام المرجعية مع أي طرف ثالث، وذلك لتجنب محاولات الاحتيال أو المطالبات المزدوجة.

مجدداً، نتقدم لڪم بأسمى آيات التهنئة والتبريكات من جميع أعضاء فريق العمل. شكراً لكونكم جزءاً من برامجنا.

مع خالص التقدير،

السيدة/ جويس فريك
مديرة برامج الجوائز الترويجية
صندوق الشرق الأوسط لدعم المبادرات الأكاديمية"
845,Safe Email,Government,Neuroticism,مستجدات اجتماع الهيئة بخصوص مقترحات منظومات النقل الإقليمية,"يرجى التكرم بالتعميم على الإدارات المعنية لديكم:

عقدت هيئة تنظيم قطاع الطاقة اليوم جلسة نقاشية حول مستجدات المقترحات الخاصة بمنظومات النقل الإقليمية في كل من المنطقة الشمالية، والجنوبية، والوسطى.

وقد قام السادة المستشارون وفريق العمل المختص بالهيئة بتقديم تقاريرهم لمجلس الإدارة حول نتائج جلسات الوساطة والملفات الحالية المقدمة من مشغلي الشبكات الرئيسيين.

ورغم النقاش المستفيض حول النموذج التشغيلي الأنسب (سواء كان مشغل منظومة مستقل غير هادف للربح أو شركة نقل متخصصة)، والتساؤلات التي أثيرت حول مدى توافق نماذج إدارة الازدحام في الشبكة، إلا أن الهيئة لم تتخذ أي قرارات نهائية في هذا الشأن.

من جهته، أكد سعادة رئيس الهيئة على التزامه بتوفير ""رؤية واضحة"" لجميع الأطراف المعنية، بما في ذلك مجتمع المستثمرين، في أسرع وقت ممكن. وقد وجه سعادته فريق العمل بالهيئة لإعداد تقارير مفصلة عن كل منطقة، بناءً على الملاحظات التي تم تلقيها خلال ورش العمل الأخيرة والتعليقات الرسمية المقدمة بشأنها (علماً بأن إحدى الشركات الكبرى ستقدم ملفها بتاريخ 2 نوفمبر)، على أن يتم عرض هذه التقارير على الهيئة في اجتماعها المقرر يوم 7 نوفمبر."
846,Safe Email,Academic,Agreeableness,مشاركة لدراسة هامة: العلاقة بين السياسات الحكومية ومعدلات الصحة النفسية,"تحية طيبة،

أود أن أشارككم دراسة حديثة تسلط الضوء على وجود ارتباط إحصائي لافت بين السياسات الحكومية المتبعة ومؤشرات الصحة النفسية العامة.

تفحص الدراسة بيانات من المملكة المتحدة وأستراليا على مدى القرن الماضي، وتشير نتائجها إلى أن فترات الحكم التي قادتها حكومات حزب المحافظين تزامنت مع زيادة ملحوظة في أعداد حالات الانتحار، حيث قدرت الدراسة هذه الزيادة بـ 35,000 حالة إضافية في المملكة المتحدة وحدها.

للاطلاع على تفاصيل التحليل والمنهجية المتبعة، يمكنكم زيارة الرابط أدناه.

https://www.markaz-dirasat-ijtimaia.edu/بحوث/2023/11/السياسات-المحافظة-والصحة-العامة

مع خالص التقدير،

د. طارق عبد الرحمن
باحث أول في علم النفس الاجتماعي
مركز الدراسات الإنسانية والاجتماعية - جامعة العاصمة الدولية"
847,Safe Email,Academic,Openness,بخصوص الانتقال المؤقت المحتمل لمختبر الأداء العالي إلى برج المعرفة، رقم 1201,"تحية طيبة وبعد،

أحيطكم علماً بأنه تم بعد ظهر اليوم الانتهاء من الجولة التفقدية للطابق الخامس عشر في برج المعرفة، الكائن في 1201 شارع لويزيانا. وقد رافقني خلال الجولة كل من السادة: بول فاوست (من قسم المرافق)، وروبرت هومليتشيك، وجيفري فينسنت، وأندرو هوثورن. كما أود الإشارة إلى أنني قد تحدثت مسبقاً مع السيدة ديبورا بوبينكو والسيد فينسنت فوكس بخصوص هذه المساحة.

وفيما يلي ملخص لأهم الملاحظات الناتجة عن المعاينة:

يتكون معظم الطابق من مكاتب فردية، بالإضافة إلى بعض المساحات الجماعية الكبيرة كقاعات الاجتماعات. تبلغ الطاقة الاستيعابية للطابق حوالي 150 شخصاً، ولكن تجدر الإشارة إلى أن المساحة ستكون ضيقة للغاية بهذا العدد. سيتطلب الأمر شغل معظم المكاتب من قبل شخصين على الأقل، بينما ستستوعب المكاتب الأكبر ثلاثة أو أربعة أشخاص. أما المساحات المفتوحة الأكبر، فستحتاج إلى تركيب فواصل مكتبية (cubicles) للاستفادة منها بشكل كامل. ومع توزيع الموظفين بهذا الشكل، يمكن تخصيص مساحة لقاعتي اجتماعات ومنطقة مطبخ واحدة. توجد أيضاً بعض الفراغات الصغيرة الملحقة بالممرات والتي تصلح لوضع عدد من طابعات الشبكة.

وكما ذكر السيد تومي في رسالته السابقة بخصوص مساحة مبنى مركز آلن، فإن متطلبات قانون السلامة وإطفاء الحرائق تستلزم تركيب ضوء إنذار وامض (strobe) في كل مكتب يشغله أكثر من شخص.

من النقاط التي تستدعي الاهتمام حجم الأثاث الموجود حالياً في الطابق. يُظهر المخطط الهندسي وجود ما يقارب 90 مكتباً، ورغم تعذر التحقق من العدد الإجمالي بسبب وجود بعض المكاتب المغلقة، إلا أن هذا الرقم يبدو دقيقاً. بالإضافة إلى ذلك، معظم المكاتب تحتوي على طاولات فقط (ما لم تكن مشغولة)، مما يعني أننا سنحتاج إلى توفير الكراسي وخزائن الملفات والأثاث الإضافي. وعليه، يجب تحديد مصدر لتوفير هذا الأثاث.

توجد منطقة كبيرة تضم 11 مقصورة عمل مرتبة بشكل دائري. ووفقاً للسيد بول، كانت هذه المنطقة مخصصة لمركز الاتصالات للمستأجر السابق، وقد تكون مناسبة لتكون منطقة التداول. تتميز هذه الغرفة بأكبر عدد من توصيلات الهاتف، وهي مساحة مفتوحة تتسع لـ 11 شخصاً. وفي حال قررنا أن هواتف التداول الخاصة (التي تسجل المحادثات) ضرورية، فيجب أخذ تكلفة شراء المعدات والوقت اللازم لتركيبها في الحسبان ضمن جدولنا الزمني.

يحتوي الطابق على غرفتي بيانات (Data Closets). وبحسب السيد فينسنت، فإن إحداهما على الأقل مزودة بنظام تكييف يعمل على مدار 24 ساعة. يمتلك هذا الطابق نفس مستوى اتصال الخوادم المتوفر في مبنى مركز آلن، حيث تخدمه وصلة ألياف بصرية أحادية الوضعية (single mode) بسرعة 100 ميجابت. أبلغني السيد روبرت بأن الطابق مجهز حالياً بمحولات شبكة (switches) تدعم ما يصل إلى 200 منفذ. ولكن، هذا لا يعني أن التوصيلات إلى جميع المكاتب مكتملة، ومن المرجح أننا سنحتاج لإضافة بعض الكابلات. بشكل عام، يبدو أن المساحة قادرة على استيعاب 150 مستخدماً، حتى مع الأخذ في الاعتبار المنافذ الإضافية اللازمة لطابعات الشبكة والأجهزة المحمولة وغيرها. وفي حال احتجنا لأكثر من 200 منفذ، يمكن إضافة محولات شبكة إضافية.

خلاصة القول، تبدو المساحة المتوفرة في برج المعرفة بنفس جودة المساحة التي كنا ندرسها في مبنى مركز آلن، إن لم تكن أفضل.

مع خالص التقدير،

راسل س. لونج
قسم شبكات المعلومات، جامعة المستقبل
البريد الإلكتروني: russell.long@future-univ.edu.sa
هاتف: 3754-345 (713)"
848,Safe Email,Banking,Extraversion,تحديث حالة: جدولة العمليات,"يرجى العلم بملخص التقرير الآلي التالي من نظام جدولة العمليات في بنك الاستثمار العربي:

- تاريخ البدء: 01 / 02 / 2002
- ساعة التنفيذ: 12:00
- الحالة: لم يتم تخصيص أي جداول مساعدة.
- النتيجة: لم يتم رصد أي فروقات.

**معلومات السجل:**
مصدر البيانات: تحليل الملف < O:\المركز_الرئيسي\قسم_العمليات\جدولة_النظام\الجداول_النهائية\2002020112.txt >"
849,Phishing Email,Academic,Extraversion,تمت الموافقة المبدئیة على طلبـک التمویلی,"تحیة طیبة،

یسعدنا فی برنامج التمویل الأكادیمي إعلامـک بأنه بناءً على المراجعة الأولیة، لقد تم قبول طلبـک للحصول على تمویل جدید.

نحن نتفهم الاحتیاجات المالیة للمجتمع الأكادیمي، ولهذا نقدم لک عرضاً استثنائیاً:
احصل على سیولة نقدیة تصل إلى 1,000,000 ریال سعودی، بأقساط شهریة میسرة تبدأ من 2,500 ریال فقط. لا داعی للقلق بشأن سجلـک الائتمانی، فبرنامجنا مصمم لتقدیم حلول مرنة تناسب الجمیع، سواء لإعادة تمویل التزاماتـک الحالیة أو للحصول على تمویل إضافی.

للحصول على استشارة مجانیة وفوریة من أحد خبرائنا وتفعیل العرض، یرجى الضغط على الرابط التالـی:
http://www.altamweel-alacademy.com/istiishara

مع خالص التقدیر،
فریق خدمات العملاء
برنامج التمویل الأكادیمي

لإلغاء استلام هذه الرسائل: http://www.altamweel-alacademy.com/remove"
850,Safe Email,Banking,Neuroticism,طلب توصيات بخصوص مراجع أكاديمية لمساق اللغة الإنجليزية,"الزملاء والزميلات الكرام،

تحية طيبة وبعد،

أتوجه إليكم لطلب استشارتكم وخبراتكم بالنيابة عن زميلتي، الأستاذة هناء لطفي، التي تبحث عن توصيات لكتب ومراجع مناسبة لتصميم مساق جامعي في ""بنية اللغة الإنجليزية الحديثة"".

يستهدف المساق طلاباً في مرحلة البكالوريوس، علماً بأن شريحة كبيرة منهم يتابعون برنامجاً إعدادياً لتدريس اللغة الإنجليزية في المرحلة الثانوية. وتجدر الإشارة إلى أن المساق لا يتطلب أي معرفة مسبقة في علم اللغويات (Linguistics)، على الرغم من توفر مساقات تمهيدية في هذا المجال بأقسام أخرى.

نرجو التكرم بإرسال أي مقترحات أو توصيات مباشرة إلى الأستاذة هناء على عناوين البريد الإلكتروني التالية:
hljhc@cunyvm.cuny.edu
أو
hljhc@cunyvm.bitnet

شاكرين لكم مقدماً حسن تعاونكم.

مع خالص التقدير،

خالد نعمان
أكاديمية الخليج المصرفية"
851,Phishing Email,Banking,Extraversion,مزايا حصرـــية تتجاوز المـکافآت التقليدية,"تقديرًا للأداء المتميز، تم إدراج أسماء محددة فی برنامج المزايا الحصرى الجدید من مصرف الاتحاد العربی.

تم تفعيل بعض هذه المزايا بالفعل لعدد من المستفيدين.

للاطلاع على القائمة الكاملة للمزايا أو لإلغاء استلام هذه الإشعارات، یرجى الضغط على الرابط أدناه.

[إدارة تفضيلات الإشعار]"
